Trade_Date,ISIN,PX_Bid,PX_Mid,PX_Ask
2020-01-02,XS1819680528,110.825,111.242752,111.6605
2020-01-02,XS1821416234,102.6055,102.9605,103.3155
2020-01-02,XS1821416408,100.6755,101.049751,101.424
2020-01-02,XS1837994794,115.545,116.1275,116.71
2020-01-02,XS1843435766,109.5495,109.92025,110.291
2020-01-02,XS1864523300,108.0325,108.361,108.6895
2020-01-02,XS1881581968,110.8025,111.073,111.3435
2020-01-02,XS1891571348,104.5845,104.741753,104.899
2020-01-02,XS1891574441,109.0915,109.362,109.6325
2020-01-02,XS1902171757,123.42,123.7525,124.085
2020-01-02,XS1910826996,110.738,111.112,111.486
2020-01-02,XS1910827887,111.015,111.4255,111.836
2020-01-02,XS1929376710,98.4125,98.979,99.5455
2020-01-02,XS1936302865,111.8535,112.176,112.4985
2020-01-02,XS1936302949,123.143,123.486748,123.8305
2020-01-02,XS1944412748,104.429,104.8005,105.172
2020-01-02,XS1953057061,109.5,109.7495,109.999
2020-01-02,XS1953057491,112.2015,112.66925,113.137
2020-01-02,XS1959337236,104.5195,104.680252,104.841
2020-01-02,XS1959337582,111.3715,111.639252,111.907
2020-01-02,XS1959337749,122.8015,123.303749,123.806
2020-01-02,XS1968714540,102.578,102.949753,103.3215
2020-01-02,XS1968714623,103.401,103.722748,104.0445
2020-01-02,XS1969593356,105.488,105.818748,106.1495
2020-01-02,XS1982112812,101.325,101.5735,101.822
2020-01-02,XS1982113208,103.6135,103.9265,104.2395
2020-01-02,XS1982113463,106.9455,107.3695,107.7935
2020-01-02,XS1982116136,109.647,110.03875,110.4305
2020-01-02,XS1982118264,101.1145,101.24675,101.379
2020-01-02,XS2011969651,101.769005,101.84317,101.917336
2020-01-02,XS2057865896,99.575,99.7795,99.984
2020-01-02,XS2057865979,99.52,99.78675,100.0535
2020-01-02,XS2057866191,97.3785,97.68075,97.983
2020-01-02,XS2058864948,94.236,94.74075,95.2455
2020-01-02,XS2058943734,104.7445,105.05275,105.361
2020-01-02,XS2058948451,107.2715,107.634,107.9965
2020-01-02,XS2072816114,100.2005,100.427,100.6535
2020-01-02,XS2075921887,100.161,100.403252,100.6455
2020-01-02,XS2075923313,100.798668,101.1075,101.416328
2020-01-02,XS2075924048,103.98,104.333748,104.6875
2020-01-02,XS2079842642,104.922668,105.251167,105.579666
2020-01-02,XS2083302419,107.731,108.1045,108.478
2020-01-02,XS2083302500,108.2605,108.643753,109.027
2020-01-02,XS2084424063,100.118,100.1895,100.261
2020-01-02,XS2084424493,100.0055,100.127747,100.25
2020-01-02,XS2084425110,98.14,98.348,98.556
2020-01-03,RU000A0JWHA4,111.095,111.2375,111.38
2020-01-03,RU000A0JXTS9,108.8905,109.153252,109.416
