Trade_Date,ISIN,PX_Bid,PX_Mid,PX_Ask
2020-01-30,USP3143NBF08,99.489,99.75801,100.028008
2020-01-30,USP3579EAS65,107.001,107.2925,107.584
2020-01-30,USP3579EAY34,119.376,119.7195,120.063
2020-01-30,USP3579EBD87,106.651,106.9425,107.234
2020-01-30,USP3579EBE60,112.25,112.5935,112.937
2020-01-30,USP3579EBK21,114.001,114.285751,114.5705
2020-01-30,USP3579EBV85,109.376,109.660751,109.9455
2020-01-30,USP3579EBY25,108.4,108.7435,109.087
2020-01-30,USP3579ECB13,110.55,110.834747,111.1195
2020-01-30,USP3579ECE51,107.5,107.8435,108.187
2020-01-30,USP3699PGB78,101.001,101.2925,101.584
2020-01-30,USP3699PGH49,105.751,106.0945,106.438
2020-01-30,USP3699PGJ05,107.401,107.7445,108.088
2020-01-30,USP3772NHK11,101.139,101.4305,101.722
2020-01-30,USP37878AC26,97.251,97.53575,97.8205
2020-01-30,USP6629MAD40,109.126,109.4695,109.813
2020-01-30,USP75744AB11,124.376,124.7195,125.063
2020-01-30,USP7807HAM71,8,8.5,9
2020-01-30,USP7807HAP03,8,8.5,9
2020-01-30,USP7807HAQ85,7.75,8.25,8.75
2020-01-30,USP7807HAR68,8,8.5,9
2020-01-30,USP7807HAT25,8,8.5,9
2020-01-30,USP7808BAA54,111.875,112.159752,112.4445
2020-01-30,USP7808BAB38,120.625,121.1346,121.6442
2020-01-30,USP78625DW03,108.64,108.765,108.89
2020-01-30,USP78625DX85,108.74,108.915,109.09
2020-01-30,USP78625DY68,110.1,110.4435,110.787
2020-01-30,USP93960AG08,107.601,107.88575,108.1705
2020-01-30,USQ25738AA54,107.914337,108.100342,108.286339
2020-01-30,USY2029SAH77,101.1015,101.501,101.9005
2020-01-30,USY20721AE96,160.148453,160.629456,161.110458
2020-01-30,USY20721AJ83,138.898178,139.305679,139.713181
2020-01-30,USY20721AL30,153.561935,154.106934,154.651932
2020-01-30,USY20721BB49,123.363914,123.731415,124.098915
2020-01-30,USY20721BC22,103.343,103.532,103.721
2020-01-30,USY20721BD05,103.406021,103.598526,103.791023
2020-01-30,USY20721BE87,114.532387,115.044891,115.557388
2020-01-30,USY20721BG36,108.045,108.2225,108.4
2020-01-30,USY20721BH19,111.314827,111.511826,111.708824
2020-01-30,USY20721BJ74,113.506409,113.722908,113.939407
2020-01-30,USY20721BK48,146.488968,146.671478,146.853973
2020-01-30,USY20721BM04,122.090836,122.465836,122.840836
2020-01-30,USY20721BN86,112.078773,112.244278,112.409775
2020-01-30,USY20721BP35,135.065414,135.591415,136.117416
2020-01-30,USY20721BQ18,110.50209,110.799088,111.096085
2020-01-30,USY20721BR90,125.16468,125.696686,126.228683
2020-01-30,USY20721BT56,107.775894,108.060394,108.344894
2020-01-30,USY20721BU20,117.758682,118.008682,118.258682
2020-01-30,USY23862AF56,106.86776,107.023331,107.179161
2020-01-30,USY54788AA57,106.34478,106.495522,106.6465
2020-01-30,USY5749LAA99,105.40789,105.535278,105.662834
2020-01-30,USY68856AB20,112.895981,112.96685,113.037712
2020-01-30,USY68856AN67,106.192574,106.402634,106.612694
2020-01-30,USY68856AQ98,126.471519,126.994514,127.517517
2020-01-30,USY7083VAD11,123.225655,123.586151,123.946655
2020-01-30,USY7133MAC39,106.125,106.4165,106.708
2020-01-30,USY7138AAC46,105.148773,105.363274,105.577774
2020-01-30,USY7138AAD29,122.255974,122.755974,123.255974
2020-01-30,USY7138AAE02,105.4,105.65,105.9
2020-01-30,USY7138AAF76,117.29258,117.79258,118.29258
2020-01-30,USY7140WAB47,110.3,110.5,110.7
2020-01-30,USY7140WAC20,122.250565,122.650558,123.05056
2020-01-30,USY8137FAE89,100.851318,101.351318,101.851318
2020-01-30,USY8137FAF54,100.064644,100.314644,100.564644
2020-01-30,USY8137FAH11,94.746666,95.246666,95.746666
2020-01-30,USY8137FAK40,100.107727,100.507225,100.906731
2020-01-30,USY8137FAL23,96.24914,96.74914,97.24914
2020-01-30,USY8137FAN88,102.4114,102.6614,102.9114
2020-01-30,USY8137FAP37,101.001144,101.501144,102.001144
2020-01-30,USY8137FAR92,99.2055054,99.4555054,99.7055054
2020-01-30,USY9384RAA87,109.504066,110.004066,110.504066
2020-01-30,XS0088543193,173.491577,173.620789,173.75
2020-01-30,XS0113419690,165.38,165.88,166.38
2020-01-30,XS0114288789,113.74,113.9276,114.1152
2020-01-30,XS0240295575,96.008,96.4622,96.9164
2020-01-30,XS0294364954,8,8.5,9
2020-01-30,XS0294367205,7.75,8.25,8.75
2020-01-30,XS0468535637,148.008,148.3976,148.7872
2020-01-30,XS0496488395,99.5692,99.9016,100.234
2020-01-30,XS0501194756,54.651,54.93575,55.2205
2020-01-30,XS0559237796,39.5,40.25,41
2020-01-30,XS0559915961,119.888,120.1034,120.3188
2020-01-30,XS0615236188,139.181,139.6172,140.0534
2020-01-30,XS0707820659,36.5,37.36,38.22
2020-01-30,XS0739988086,109.35,109.488,109.626
2020-01-30,XS0767472458,105.126,105.263,105.4
2020-01-30,XS0767473852,132.722,132.951,133.18
2020-01-30,XS0782720402,105.43,105.7108,105.9916
2020-01-30,XS0794901727,107.332,107.582,107.832
2020-01-30,XS0799658637,140.6888,141.1544,141.62
2020-01-30,XS0800817073,107.497,107.686,107.875
2020-01-30,XS0801656330,103.621,103.8165,104.012
2020-01-30,XS0809571739,101.7296,101.9807,102.2318
2020-01-30,XS0850020586,105.167,105.3943,105.6216
2020-01-30,XS0859366899,36.3,37.25,38.2
2020-01-30,XS0859367194,38.5,39.175,39.85
2020-01-30,XS0860582435,104.486,104.6805,104.875
2020-01-30,XS0860855344,102.878075,102.971939,103.0658
2020-01-30,XS0903465127,105.23,105.5172,105.8044
2020-01-30,XS0906085179,99.4,99.51403,99.62822
2020-01-30,XS0908769887,110.448,110.6456,110.8432
2020-01-30,XS0956406135,110.375,110.626,110.877
2020-01-30,XS0958072240,101.25,101.512,101.774
2020-01-30,XS0971721450,109.368,109.494,109.62
2020-01-30,XS0971721963,137.112,137.336,137.56
2020-01-30,XS0993162683,110.790077,111.020042,111.25
2020-01-30,XS0997000251,114.88,115.065,115.25
2020-01-30,XS1003557870,107.5602,107.8119,108.0636
2020-01-30,XS1028952403,108.354,108.6296,108.9052
2020-01-30,XS1044540547,107.5,107.75,108
2020-01-30,XS1056386714,68.2868,68.7548,69.2228
2020-01-30,XS1056560920,112.148,112.484,112.82
2020-01-30,XS1080330704,89.751,90.0425,90.334
2020-01-30,XS1108847531,110.992,111.371,111.75
2020-01-30,XS1110833123,103.6576,104.0663,104.475
2020-01-30,XS1117279882,107.642,107.9538,108.2656
2020-01-30,XS1117297355,98.95,99.3428,99.7356
2020-01-30,XS1120709669,107.75,107.9375,108.125
2020-01-30,XS1120709826,124.75,125.125,125.5
2020-01-30,XS1141043296,101.72,101.925,102.13
2020-01-30,XS1151974877,107.989,108.2445,108.5
2020-01-30,XS1175223699,92.52,92.9769,93.4338
2020-01-30,XS1187065443,101.25,101.56,101.87
2020-01-30,XS1196419854,35.163,36.0795,36.996
2020-01-30,XS1196517434,107.853,108.115,108.377
2020-01-30,XS1210507650,101.5,101.988,102.476
2020-01-30,XS1245432742,108.116,108.433,108.75
2020-01-30,XS1263054519,115.0674,115.2887,115.51
2020-01-30,XS1263139856,148.1808,148.5436,148.9064
2020-01-30,XS1267081575,68.4474,68.8677,69.288
2020-01-30,XS1303921214,108.5,109,109.5
2020-01-30,XS1303921487,110.375,110.6255,110.876
2020-01-30,XS1303925041,111.25,111.5545,111.859
2020-01-30,XS1303925470,112.49,112.803,113.116
2020-01-30,XS1303926528,113.1078,113.3739,113.64
2020-01-30,XS1303927179,113,113.2624,113.5248
2020-01-30,XS1318576086,116.1844,116.4622,116.74
2020-01-30,XS1319820897,119,119.2841,119.5682
2020-01-30,XS1324931895,116.911,117.2263,117.5416
2020-01-30,XS1395523779,103.3922,103.687691,103.983192
2020-01-30,XS1402929746,105.35,105.5746,105.7992
2020-01-30,XS1405766541,117.75,118,118.25
2020-01-30,XS1405770220,106.266,106.5685,106.871
2020-01-30,XS1405770733,107.5,107.7842,108.0684
2020-01-30,XS1405777589,100.97,101.235,101.5
2020-01-30,XS1405781854,123.753,124.0321,124.3112
2020-01-30,XS1405782159,106.0152,106.2704,106.5256
2020-01-30,XS1458514673,100.551,100.8322,101.1134
2020-01-30,XS1508675417,105.186,105.418,105.65
2020-01-30,XS1508675508,113.875,114.2395,114.604
2020-01-30,XS1535071986,90.625,90.90975,91.1945
2020-01-30,XS1558078496,114.14,114.5944,115.0488
2020-01-30,XS1558078736,114.2088,114.5694,114.93
2020-01-30,XS1566179039,104.5684,104.9042,105.24
2020-01-30,XS1573944870,100.536,100.5875,100.639
2020-01-30,XS1575044364,101.1935,101.2815,101.3695
2020-01-30,XS1575874471,100.983,101.1977,101.4124
2020-01-30,XS1575967218,103.135,103.4355,103.736
2020-01-30,XS1575968026,98.327,98.6595,98.992
2020-01-30,XS1577950311,109.125,109.612,110.099
2020-01-30,XS1577952952,110.28,110.6265,110.973
2020-01-30,XS1582346968,108.2732,108.4714,108.6696
2020-01-30,XS1586230051,36.324,37.262,38.2
2020-01-30,XS1586230481,35.075,36.0355,36.996
2020-01-30,XS1586385178,103.375,103.5625,103.75
2020-01-30,XS1595713782,111.4508,111.6934,111.936
2020-01-30,XS1595714087,121.1972,121.4736,121.75
2020-01-30,XS1599284111,102.204,102.352,102.5
2020-01-30,XS1599284202,107.662,107.9209,108.1798
2020-01-30,XS1619155564,106.5208,106.8806,107.2404
2020-01-30,XS1620176831,102.128,102.3955,102.663
2020-01-30,XS1626530320,89.876,90.16075,90.4455
2020-01-30,XS1626768730,94.876,95.1675,95.459
2020-01-30,XS1631415400,102.387,102.6794,102.9718
2020-01-30,XS1644429695,102.131371,102.179871,102.228371
2020-01-30,XS1644429935,107.982956,108.142952,108.302956
2020-01-30,XS1662407862,100.733,101.142,101.551
2020-01-30,XS1675862012,116.1896,116.4898,116.79
2020-01-30,XS1678623734,100.25,100.54,100.83
2020-01-30,XS1694216687,102.85,103.0505,103.251
2020-01-30,XS1694217495,107.244,107.4778,107.7116
2020-01-30,XS1694218469,116.134,116.3865,116.639
2020-01-30,XS1696892295,105.865,106.0785,106.292
2020-01-30,XS1696899035,118.464,118.726,118.988
2020-01-30,XS1696908471,101.4948,101.6558,101.8168
2020-01-30,XS1706605109,101.323738,101.39624,101.468742
2020-01-30,XS1706605281,104.593849,104.783348,104.972855
2020-01-30,XS1707041262,86.751,87.03575,87.3205
2020-01-30,XS1709535097,117.26,117.622,117.984
2020-01-30,XS1713666318,101.051,101.301,101.551
2020-01-30,XS1717011982,102.75,103.096,103.442
2020-01-30,XS1717013095,97.44,97.738,98.036
2020-01-30,XS1729875598,105.3714,105.7087,106.046
2020-01-30,XS1729876059,103.25,103.5,103.75
2020-01-30,XS1750113406,102.0146,102.26,102.5054
2020-01-30,XS1750113661,103.375,103.635,103.895
2020-01-30,XS1750114396,99.5,99.815,100.13
2020-01-30,XS1755429732,82.75,83.03475,83.3195
2020-01-30,XS1775617209,104.905,105.1622,105.4194
2020-01-30,XS1775617464,107.9372,108.3436,108.75
2020-01-30,XS1775618439,106.438,106.719,107
2020-01-30,XS1777972511,102.756,103.0915,103.427
2020-01-30,XS1777972941,100.5884,100.9142,101.24
2020-01-30,XS1781710543,107.8632,108.1734,108.4836
2020-01-30,XS1781710626,107.5782,107.9136,108.249
2020-01-30,XS1788513494,105.760887,105.910889,106.06089
2020-01-30,XS1788513734,114.344528,114.594528,114.844528
2020-01-30,XS1790134362,102.2774,102.5827,102.888
2020-01-30,XS1791326991,109.884,110.192,110.5
2020-01-30,XS1791937441,108.75,108.924,109.098
2020-01-30,XS1791939066,116.134,116.317,116.5
2020-01-30,XS1791939736,122.9938,123.3069,123.62
2020-01-30,XS1799523276,109.05,109.324,109.598
2020-01-30,XS1802362951,116.5048,116.8298,117.1548
2020-01-30,XS1806502453,105.75,105.925,106.1
2020-01-30,XS1807174393,115.5386,115.7693,116
2020-01-30,XS1807174559,131.875,132.0875,132.3
2020-01-30,XS1807299331,130.9532,131.2386,131.524
2020-01-30,XS1807300105,117.666,117.9755,118.285
2020-01-30,XS1816199373,104.5184,104.7352,104.952
2020-01-30,XS1819680288,107.061,107.4175,107.774
2020-01-30,XS1819680528,108,108.3125,108.625
2020-01-30,XS1821416234,102.13,102.4101,102.6902
2020-01-30,XS1821416408,100,100.375,100.75
2020-01-30,XS1837994794,117.5,117.842,118.184
2020-01-30,XS1843435766,108.7026,108.9368,109.171
2020-01-30,XS1864523300,107,107.3842,107.7684
2020-01-30,XS1881581968,113.109,113.3106,113.5122
2020-01-30,XS1891571348,105.295464,105.519463,105.743469
2020-01-30,XS1891574441,112.12233,112.335419,112.548508
2020-01-30,XS1902171757,124.234,124.5495,124.865
2020-01-30,XS1910826996,112.86,113.157,113.454
2020-01-30,XS1910827887,111.6362,111.9819,112.3276
2020-01-30,XS1929376710,92.375,92.65975,92.9445
2020-01-30,XS1936302865,114.0778,114.2889,114.5
2020-01-30,XS1936302949,127.9996,128.2498,128.5
2020-01-30,XS1944412748,104.399,104.6535,104.908
2020-01-30,XS1953057061,111.84,112.16,112.48
2020-01-30,XS1953057491,115.075,115.4875,115.9
2020-01-30,XS1959337236,105.3728,105.5087,105.6446
2020-01-30,XS1959337582,112.68,112.9035,113.127
2020-01-30,XS1959337749,127,127.238,127.476
2020-01-30,XS1968714540,102.3964,102.7179,103.0394
2020-01-30,XS1968714623,102.1,102.4634,102.8268
2020-01-30,XS1969593356,106.424,106.712,107
2020-01-30,XS1982112812,102.576355,102.645241,102.714188
2020-01-30,XS1982113208,105.923248,106.006775,106.090385
2020-01-30,XS1982113463,110.434082,110.611877,110.790039
2020-01-30,XS1982116136,112.083473,112.2664,112.449753
2020-01-30,XS1982118264,101.210129,101.240326,101.270523
2020-01-30,XS2057865896,100.4648,100.615,100.7652
2020-01-30,XS2057865979,101.2004,101.3502,101.5
2020-01-30,XS2057866191,99.7312,99.9658,100.2004
2020-01-30,XS2058864948,88,88.28475,88.5695
2020-01-30,XS2058943734,103.4688,103.6609,103.853
2020-01-30,XS2058948451,106.3414,106.6087,106.876
2020-01-30,XS2072816114,102.375,102.5657,102.7564
2020-01-30,XS2075921887,100.7248,100.9249,101.125
2020-01-30,XS2075924048,104.025,104.2625,104.5
2020-01-30,XS2083302419,105.321,105.5984,105.8758
2020-01-30,XS2083302500,105.06,105.3575,105.655
2020-01-30,XS2084424063,100.486992,100.561493,100.635994
2020-01-30,XS2084424493,101.459976,101.580475,101.700981
