Trade_Date,ISIN,Security_Des,PX_Bid
2020-01-30,XS0707820659,LEBAN 6.6 11/27/26,36
2020-01-30,XS0767472458,RUSSIA 4 1/2 04/04/22,105.22
2020-01-30,XS0767473852,RUSSIA 5 5/8 04/04/42,132.81
2020-01-30,XS0782720402,SLOVAK 4 3/8 05/21/22,105.64
2020-01-30,XS0794901727,BHRAIN 6 1/8 07/05/22,107.31
2020-01-30,XS0799658637,KTZKZ 6.95 07/10/42,140.81
2020-01-30,XS0800817073,VEBBNK 6.025 07/05/22,107.47
2020-01-30,XS0801656330,QATAR 3.241 01/18/23,103.5
2020-01-30,XS0809571739,SAFTRA 4 07/26/22,101.94
2020-01-30,XS0850020586,MOROC 4 1/4 12/11/22,105.16
2020-01-30,XS0859366899,LEBAN 6 3/4 11/29/27,36
2020-01-30,XS0859367194,LEBAN 6 01/27/23,37.75
2020-01-30,XS0860582435,DBKAZ 4 1/8 12/10/22,104.53
2020-01-30,XS0860855344,ACIRC 3 1/4 12/04/22,103.06
2020-01-30,XS0903465127,SOIAZ 4 3/4 03/13/23,105.31
2020-01-30,XS0906085179,OGIMK 4.4 03/09/23,99.19
2020-01-30,XS0908769887,CROATI 5 1/2 04/04/23,110.56
2020-01-30,XS0956406135,BHRAIN 6 1/8 08/01/23,110.5
2020-01-30,XS0958072240,ESKOM 6 3/4 08/06/23,101.13
2020-01-30,XS0971721450,RUSSIA 4 7/8 09/16/23,109.47
2020-01-30,XS0971721963,RUSSIA 5 7/8 09/16/43,137.25
2020-01-30,XS0993162683,VEBBNK 5.942 11/21/23,110.94
2020-01-30,XS0997000251,CROATI 6 01/26/24,115.09
2020-01-30,XS1003557870,GABON 6 3/8 12/12/24,107.41
2020-01-30,XS1028952403,KENINT 6 7/8 06/24/24,108.66
2020-01-30,XS1044540547,AZERBJ 4 3/4 03/18/24,107.43
2020-01-30,XS1056386714,ZAMBIN 8 1/2 04/14/24,68.38
2020-01-30,XS1056560920,PKSTAN 8 1/4 04/15/24,112.34
2020-01-30,XS1080330704,ECUA 7.95 06/20/24,90
2020-01-30,XS1108847531,GHANA 8 1/8 01/18/26,111.03
2020-01-30,XS1110833123,BHRAIN 6 09/19/44,103.84
2020-01-30,XS1117279882,JORDAN 6 1/8 01/29/26,107.88
2020-01-30,XS1117297355,OMGRID 3.958 05/07/25,99.28
2020-01-30,XS1120709669,KAZAKS 3 7/8 10/14/24,107.63
2020-01-30,XS1120709826,KAZAKS 4 7/8 10/14/44,124.91
2020-01-30,XS1141043296,TURKSK 4.489 11/25/24,101.75
2020-01-30,XS1151974877,ETHOPI 6 5/8 12/11/24,108.09
2020-01-30,XS1175223699,BTUN 5 3/4 01/30/25,92.56
2020-01-30,XS1187065443,ESKOM 7 1/8 02/11/25,101
2020-01-30,XS1196419854,LEBAN 6.65 02/26/30,35
2020-01-30,XS1196517434,IVYCST 6 3/8 03/03/28,107.75
2020-01-30,XS1210507650,RAKS 3.094 03/31/25,101.63
2020-01-30,XS1245432742,EGYPT 5 7/8 06/11/25,108.16
2020-01-30,XS1263054519,KAZAKS 5 1/8 07/21/25,115.13
2020-01-30,XS1263139856,KAZAKS 6 1/2 07/21/45,148
2020-01-30,XS1267081575,ZAMBIN 8.97 07/30/27,68.34
2020-01-30,XS1303921214,UKRAIN 7 3/4 09/01/22,108.7
2020-01-30,XS1303921487,UKRAIN 7 3/4 09/01/23,110.4
2020-01-30,XS1303925041,UKRAIN 7 3/4 09/01/24,111.3
2020-01-30,XS1303925470,UKRAIN 7 3/4 09/01/25,112.5
2020-01-30,XS1303926528,UKRAIN 7 3/4 09/01/26,113.2
2020-01-30,XS1303927179,UKRAIN 7 3/4 09/01/27,113.1
2020-01-30,XS1318576086,ANGOL 9 1/2 11/12/25,116.31
2020-01-30,XS1319820897,SGCAZE 6 7/8 03/24/26,118.94
2020-01-30,XS1324931895,BHRAIN 7 01/26/26,117.16
2020-01-30,XS1395523779,EXIMCH 2 7/8 04/26/26,104.41
2020-01-30,XS1402929746,ADGB 3 1/8 05/03/26,105.47
2020-01-30,XS1405766541,BHRAIN 7 10/12/28,118
2020-01-30,XS1405770220,JORDAN 5 3/4 01/31/27,106.44
2020-01-30,XS1405770733,BHRAIN 5.624 02/12/24,107.69
2020-01-30,XS1405777589,OMAN 4 3/4 06/15/26,100.91
2020-01-30,XS1405781854,QATAR 4 5/8 06/02/46,123.72
2020-01-30,XS1405782159,QATAR 3 1/4 06/02/26,106
2020-01-30,XS1458514673,ECUA 10 3/4 03/28/22,100.25
2020-01-30,XS1508675417,KSA 3 1/4 10/26/26,105.15
2020-01-30,XS1508675508,KSA 4 1/2 10/26/46,114
2020-01-30,XS1535071986,ECUA 9.65 12/13/26,90.59
2020-01-30,XS1558078496,EGYPT 8 1/2 01/31/47,114.44
2020-01-30,XS1558078736,EGYPT 7 1/2 01/31/27,114.38
2020-01-30,XS1566179039,NGERIA 7 7/8 02/16/32,104.72
2020-01-30,XS1573944870,SDBC Float 03/06/22,100.32
2020-01-30,XS1575044364,EXIMCH 2 5/8 03/14/22,101.17
2020-01-30,XS1575874471,OMAN 3 7/8 03/08/22,100.88
2020-01-30,XS1575967218,OMAN 5 3/8 03/08/27,103.38
2020-01-30,XS1575968026,OMAN 6 1/2 03/08/47,98.19
2020-01-30,XS1577950311,JORDAN 7 3/8 10/10/47,109.44
2020-01-30,XS1577952952,UKRAIN 7 3/8 09/25/32,110.22
2020-01-30,XS1582346968,KUWIB 3 1/2 03/20/27,108.28
2020-01-30,XS1586230051,LEBAN 6.85 03/23/27,36
2020-01-30,XS1586230481,LEBAN 7 03/23/32,35
2020-01-30,XS1586385178,TURKSK 5.004 04/06/23,102.88
2020-01-30,XS1595713782,KZOKZ 4 3/4 04/19/27,111.5
2020-01-30,XS1595714087,KZOKZ 5 3/4 04/19/47,121.5
2020-01-30,XS1599284111,KSA 2.894 04/20/22,102.2
2020-01-30,XS1599284202,KSA 3.628 04/20/27,107.65
2020-01-30,XS1619155564,SENEGL 6 1/4 05/23/33,106.69
2020-01-30,XS1620176831,OMANGS 4.397 06/01/24,102
2020-01-30,XS1626530320,ECUA 9 5/8 06/02/27,89.85
2020-01-30,XS1626768730,ECUA 8 3/4 06/02/23,94.97
2020-01-30,XS1631415400,IVYCST 6 1/8 06/15/33,102.66
2020-01-30,XS1644429695,HAOHUA 3 1/2 07/19/22,102.34
2020-01-30,XS1644429935,HAOHUA 4 1/8 07/19/27,107.88
2020-01-30,XS1662407862,IRAQ 6.752 03/09/23,100.72
2020-01-30,XS1675862012,BHRAIN 6 3/4 09/20/29,116
2020-01-30,XS1678623734,AZERBJ 3 1/2 09/01/32,100.13
2020-01-30,XS1694216687,KSA 2 7/8 03/04/23,102.85
2020-01-30,XS1694217495,KSA 3 5/8 03/04/28,107.47
2020-01-30,XS1694218469,KSA 4 5/8 10/04/47,116.1
2020-01-30,XS1696892295,ADGB 3 1/8 10/11/27,106
2020-01-30,XS1696899035,ADGB 4 1/8 10/11/47,118.53
2020-01-30,XS1696908471,ADGB 2 1/2 10/11/22,101.63
2020-01-30,XS1706605109,CHINA 2 1/8 11/02/22,101.14
2020-01-30,XS1706605281,CHINA 2 5/8 11/02/27,104.53
2020-01-30,XS1707041262,ECUA 8 7/8 10/23/27,86.69
2020-01-30,XS1709535097,ADNOUH 4.6 11/02/47,117.63
2020-01-30,XS1713666318,MINMET 3 3/4 PERP,101.06
2020-01-30,XS1717011982,NGERIA 6 1/2 11/28/27,103
2020-01-30,XS1717013095,NGERIA 7 5/8 11/28/47,97.53
2020-01-30,XS1729875598,PKSTAN 6 7/8 12/05/27,105
2020-01-30,XS1729876059,PKSTAN 5 5/8 12/05/22,103
2020-01-30,XS1750113406,OMAN 4 1/8 01/17/23,102.06
2020-01-30,XS1750113661,OMAN 5 5/8 01/17/28,103.5
2020-01-30,XS1750114396,OMAN 6 3/4 01/17/48,99.44
2020-01-30,XS1755429732,ECUA 7 7/8 01/23/28,82.84
2020-01-30,XS1775617209,EGYPT 5.577 02/21/23,105.13
2020-01-30,XS1775617464,EGYPT 7.903 02/21/48,108.09
2020-01-30,XS1775618439,EGYPT 6.588 02/21/28,106.59
2020-01-30,XS1777972511,NGERIA 7.143 02/23/30,102.88
2020-01-30,XS1777972941,NGERIA 7.696 02/23/38,100.59
2020-01-30,XS1781710543,KENINT 7 1/4 02/28/28,107.75
2020-01-30,XS1781710626,KENINT 8 1/4 02/28/48,107.75
2020-01-30,XS1788513494,HAOHUA 4 5/8 03/14/23,105.79
2020-01-30,XS1788513734,HAOHUA 5 1/8 03/14/28,114.47
2020-01-30,XS1790134362,SENEGL 6 3/4 03/13/48,102.34
2020-01-30,XS1791326991,SHARSK 4.226 03/14/28,110
2020-01-30,XS1791937441,KSA 4 04/17/25,108.75
2020-01-30,XS1791939066,KSA 4 1/2 04/17/30,116.15
2020-01-30,XS1791939736,KSA 5 04/17/49,123.09
2020-01-30,XS1799523276,OMANGS 5.932 10/31/25,109.06
2020-01-30,XS1802362951,BHRAIN 6 7/8 10/05/25,116.25
2020-01-30,XS1806502453,QATAR 3 7/8 04/23/23,105.7
2020-01-30,XS1807174393,QATAR 4 1/2 04/23/28,115.63
2020-01-30,XS1807174559,QATAR 5.103 04/23/48,132
2020-01-30,XS1807299331,KZOKZ 6 3/8 10/24/48,131.57
2020-01-30,XS1807300105,KZOKZ 5 3/8 04/24/30,117.64
2020-01-30,XS1816199373,TURKSK 5.8 02/21/22,104.66
2020-01-30,XS1819680288,ANGOL 8 1/4 05/09/28,107.34
2020-01-30,XS1819680528,ANGOL 9 3/8 05/08/48,108.16
2020-01-30,XS1821416234,GHANA 7 5/8 05/16/29,101.94
2020-01-30,XS1821416408,GHANA 8.627 06/16/49,99.94
2020-01-30,XS1837994794,ROMANI 5 1/8 06/15/48,117.66
2020-01-30,XS1843435766,KENINT 8 05/22/32,108.66
2020-01-30,XS1864523300,ESKOM 6.35 08/10/28,107.22
2020-01-30,XS1881581968,KSA 4.303 01/19/29,113.15
2020-01-30,XS1891571348,CHINA 3 1/4 10/19/23,105.47
2020-01-30,XS1891574441,CHINA 3 1/2 10/19/28,112.13
2020-01-30,XS1902171757,UKRAIN 9 3/4 11/01/28,124.31
2020-01-30,XS1910826996,NGERIA 7 5/8 11/21/25,113.06
2020-01-30,XS1910827887,NGERIA 8.747 01/21/31,111.56
2020-01-30,XS1929376710,ECUA 10 3/4 01/31/29,92.56
2020-01-30,XS1936302865,KSA 4 3/8 04/16/29,114.19
2020-01-30,XS1936302949,KSA 5 1/4 01/16/50,128.09
2020-01-30,XS1944412748,OMAN 6 08/01/29,104.53
2020-01-30,XS1953057061,EGYPT 7.6003 03/01/29,111.84
2020-01-30,XS1953057491,EGYPT 8.7002 03/01/49,115.16
2020-01-30,XS1959337236,QATAR 3 3/8 03/14/24,105.44
2020-01-30,XS1959337582,QATAR 4 03/14/29,112.78
2020-01-30,XS1959337749,QATAR 4.817 03/14/49,127.16
2020-01-30,XS1968714540,GHANA 8 1/8 03/26/32,102.5
2020-01-30,XS1968714623,GHANA 8.95 03/26/51,102.25
2020-01-30,XS1969593356,SHARSK 3.854 04/03/26,106.47
2020-01-30,XS1982113463,ARAMCO 4 1/4 04/16/39,110.5
2020-01-30,XS1982116136,ARAMCO 4 3/8 04/16/49,112.18
2020-01-30,XS1982118264,ARAMCO 2 3/4 04/16/22,101.28
2020-01-30,XS2057865896,ADGB 2 1/8 09/30/24,100.5
2020-01-30,XS2057865979,ADGB 2 1/2 09/30/29,101.13
2020-01-30,XS2057866191,ADGB 3 1/8 09/30/49,99.88
2020-01-30,XS2058864948,ECUA 9 1/2 03/27/30,87.84
2020-01-30,XS2058943734,BHRAIN 4 1/2 03/30/27,103.25
2020-01-30,XS2058948451,BHRAIN 5 5/8 09/30/31,106.38
2020-01-30,XS2072816114,KSA 2.969 10/29/29,102.3
2020-01-30,XS2075921887,MUBAUH 2 1/2 11/07/24,101.25
2020-01-30,XS2075924048,MUBAUH 3.7 11/07/49,104.25
2020-01-30,XS2083302419,ANGOL 8 11/26/29,105
2020-01-30,XS2084424063,CHINA 1 7/8 12/03/22,100.75
2020-01-30,XS2084424493,CHINA 1.95 12/03/24,101.52
2020-01-30,XS2084425110,CHINA 2 1/8 12/03/29,100.96
2020-01-31,RU000A0JWHA4,RUSSIA 4 3/4 05/27/26,113
2020-01-31,RU000A0JXTS9,RUSSIA 4 1/4 06/23/27,110.5
2020-01-31,RU000A0JXU14,RUSSIA 5 1/4 06/23/47,130.5
2020-01-31,RU000A0ZYYN4,RUSSIA 4 3/8 03/21/29,112.75
2020-01-31,RU000A1006S9,RUSSIA 5.1 03/28/35,121.8
2020-01-31,US035198AD29,ANGOL 8 11/26/29,105.5
2020-01-31,US035198AE02,ANGOL 9 1/8 11/26/49,104.75
2020-01-31,US03846JX212,EGYPT 7.0529 01/15/32,106.53
2020-01-31,US040114GK09,ARGENT 3 3/4 12/31/38,42
2020-01-31,US040114GL81,ARGENT 8.28 12/31/33,55.47
2020-01-31,US040114GX20,ARGENT 7 1/2 04/22/26,45.72
2020-01-31,US040114GY03,ARGENT 7 5/8 04/22/46,42.56
2020-01-31,US040114HF05,ARGENT 6 5/8 07/06/28,44.66
2020-01-31,US040114HG87,ARGENT 7 1/8 07/06/36,43.22
2020-01-31,US040114HK99,ARGENT 5 5/8 01/26/22,49.25
2020-01-31,US040114HL72,ARGENT 6 7/8 01/26/27,45.06
2020-01-31,US040114HN39,ARGENT 7 1/8 06/28/17,43.41
2020-01-31,US040114HP86,ARGENT 4 5/8 01/11/23,46
2020-01-31,US040114HQ69,ARGENT 5 7/8 01/11/28,43.78
2020-01-31,US040114HR43,ARGENT 6 7/8 01/11/48,42.19
2020-01-31,US105756AR10,BRAZIL 8 7/8 04/15/24,127.03
2020-01-31,US105756BB58,BRAZIL 8 1/4 01/20/34,141.97
2020-01-31,US105756BK57,BRAZIL 7 1/8 01/20/37,132.09
2020-01-31,US105756BR01,BRAZIL 5 5/8 01/07/41,116.06
2020-01-31,US105756BU30,BRAZIL 2 5/8 01/05/23,101.47
2020-01-31,US105756BV13,BRAZIL 4 1/4 01/07/25,108.28
2020-01-31,US105756BW95,BRAZIL 5 01/27/45,108.19
2020-01-31,US105756BX78,BRAZIL 6 04/07/26,118.59
2020-01-31,US105756BY51,BRAZIL 5 5/8 02/21/47,117.41
2020-01-31,US105756BZ27,BRAZIL 4 5/8 01/13/28,110.53
2020-01-31,US105756CA66,BRAZIL 4 1/2 05/30/29,108.66
2020-01-31,US105756CB40,BRAZIL 4 3/4 01/14/50,103.09
2020-01-31,US168863CE60,CHILE 3.86 06/21/47,115.53
2020-01-31,US168863CF36,CHILE 3.24 02/06/28,107.47
2020-01-31,US168863DL94,CHILE 3 1/2 01/25/50,108.66
2020-01-31,US195325BD67,COLOM 8 1/8 05/21/24,123.88
2020-01-31,US195325BK01,COLOM 7 3/8 09/18/37,147.22
2020-01-31,US195325BM66,COLOM 6 1/8 01/18/41,135.09
2020-01-31,US195325BQ70,COLOM 4 02/26/24,106.16
2020-01-31,US195325BR53,COLOM 5 5/8 02/26/44,129.81
2020-01-31,US195325CU73,COLOM 5 06/15/45,121.16
2020-01-31,US195325CX13,COLOM 4 1/2 01/28/26,110.5
2020-01-31,US195325DL65,COLOM 3 7/8 04/25/27,107.59
2020-01-31,US195325DP79,COLOM 4 1/2 03/15/29,112.69
2020-01-31,US195325DQ52,COLOM 5.2 05/15/49,125.66
2020-01-31,US195325DR36,COLOM 3 01/30/30,99.08
2020-01-31,US21987BBA52,CDEL 3.7 01/30/50,100.09
2020-01-31,US21987BBB36,CDEL 3.15 01/14/30,101.65
2020-01-31,US221597CP00,COSTAR 6 1/8 02/19/31,106.22
2020-01-31,US25714PED69,DOMREP 4 1/2 01/30/30,99.78
2020-01-31,US25714PEE43,DOMREP 5 7/8 01/30/60,99.85
2020-01-31,US30216JAE55,EXIMBK 3 1/4 01/15/30,100.64
2020-01-31,US30216KAA07,EXIMBK 3 3/8 08/05/26,103.56
2020-01-31,US30216KAC62,EXIMBK 3 7/8 02/01/28,105.98
2020-01-31,US362420AD35,GABON 6 5/8 02/06/31,100.75
2020-01-31,US445545AF36,REPHUN 7 5/8 03/29/41,168.34
2020-01-31,US445545AH91,REPHUN 5 3/8 02/21/23,110.38
2020-01-31,US445545AJ57,REPHUN 5 3/4 11/22/23,114.19
2020-01-31,US445545AL04,REPHUN 5 3/8 03/25/24,113.88
2020-01-31,US455780CC89,INDON 2.95 01/11/23,102.02
2020-01-31,US455780CD62,INDON 3 1/2 01/11/28,105.53
2020-01-31,US455780CE46,INDON 4.35 01/11/48,112.97
2020-01-31,US455780CF11,INDON 4.1 04/24/28,110
2020-01-31,US455780CH76,INDON 4 3/4 02/11/29,115.5
2020-01-31,US455780CJ33,INDON 5.35 02/11/49,130.69
2020-01-31,US455780CN45,INDON 3.7 10/30/49,104
2020-01-31,US455780CQ75,INDON 2.85 02/14/30,101.13
2020-01-31,US470160AV46,JAMAN 8 03/15/39,137.47
2020-01-31,US470160CA80,JAMAN 6 3/4 04/28/28,118.44
2020-01-31,US470160CB63,JAMAN 7 7/8 07/28/45,136.34
2020-01-31,US48266XAD75,KSA 2.969 10/29/29,102.55
2020-01-31,US55276VAH50,MUBAUH 2 1/2 11/07/24,101.38
2020-01-31,US55276VAJ17,MUBAUH 2 7/8 11/07/29,101.66
2020-01-31,US55276VAK89,MUBAUH 3.7 11/07/49,104.5
2020-01-31,US60937GAB23,MONGOL 5 1/8 12/05/22,101.47
2020-01-31,US67778NAA63,OILGAS 7 1/2 10/25/27,117.16
2020-01-31,US69370PAG63,PERTIJ 4.175 01/21/50,100.66
2020-01-31,US69370RAA59,PERTIJ 6.45 05/30/44,129.47
2020-01-31,US698299AW45,PANAMA 6.7 01/26/36,143.94
2020-01-31,US698299BB98,PANAMA 4.3 04/29/53,121.22
2020-01-31,US698299BD54,PANAMA 4 09/22/24,108.16
2020-01-31,US698299BE38,PANAMA 3 3/4 03/16/25,107.25
2020-01-31,US698299BF03,PANAMA 3 7/8 03/17/28,110.63
2020-01-31,US698299BG85,PANAMA 4 1/2 05/15/47,123.63
2020-01-31,US698299BH68,PANAMA 4 1/2 04/16/50,123.13
2020-01-31,US698299BK97,PANAMA 3.16 01/23/30,105.75
2020-01-31,US706451BG56,PEMEX 6 5/8 06/15/35,104.25
2020-01-31,US715638AP79,PERU 8 3/4 11/21/33,169.19
2020-01-31,US715638AS19,PERU 7.35 07/21/25,127.75
2020-01-31,US715638AU64,PERU 6.55 03/14/37,151.66
2020-01-31,US715638BM30,PERU 5 5/8 11/18/50,152.25
2020-01-31,US715638BU55,PERU 4 1/8 08/25/27,114.34
2020-01-31,US71567RAA41,INDOIS 3.3 11/21/22,102.97
2020-01-31,US71567RAC07,INDOIS 4.35 09/10/24,108.38
2020-01-31,US71567RAD89,INDOIS 4.325 05/28/25,108.94
2020-01-31,US71567RAF38,INDOIS 4.55 03/29/26,110.59
2020-01-31,US71567RAG11,INDOIS 3.4 03/29/22,102.5
2020-01-31,US71567RAH93,INDOIS 4.15 03/29/27,108.56
2020-01-31,US71567RAJ59,INDOIS 3 3/4 03/01/23,104.5
2020-01-31,US71567RAK23,INDOIS 4.4 03/01/28,110.66
2020-01-31,US71567RAM88,INDOIS 4.45 02/20/29,111.72
2020-01-31,US71568QAB32,PLNIJ 5 1/4 10/24/42,113.59
2020-01-31,US71568QAC15,PLNIJ 4 1/8 05/15/27,106.34
2020-01-31,US71568QAE70,PLNIJ 5.45 05/21/28,116.31
2020-01-31,US71568QAF46,PLNIJ 6.15 05/21/48,126.88
2020-01-31,US71654QAZ54,PEMEX 6 1/2 06/02/41,101.65
2020-01-31,US71654QBG64,PEMEX 3 1/2 01/30/23,101.91
2020-01-31,US71654QBH48,PEMEX 4 7/8 01/18/24,106.25
2020-01-31,US71654QBR20,PEMEX 6 3/8 01/23/45,99.56
2020-01-31,US71654QBW15,PEMEX 4 1/2 01/23/26,102.1
2020-01-31,US71654QBX97,PEMEX 5 5/8 01/23/46,93.38
2020-01-31,US71654QCB68,PEMEX 6 7/8 08/04/26,112.55
2020-01-31,US71654QCC42,PEMEX 6 3/4 09/21/47,100.88
2020-01-31,US71654QCD25,PEMEX 4 5/8 09/21/23,105.69
2020-01-31,US71654QCG55,PEMEX 6 1/2 03/13/27,108.2
2020-01-31,US71654QCK67,PEMEX 5.35 02/12/28,100.96
2020-01-31,US71654QCL41,PEMEX 6.35 02/12/48,98.89
2020-01-31,US71654QCP54,PEMEX 6 1/2 01/23/29,106.37
2020-01-31,US71654QCZ37,PEMEX 5.95 01/28/31,101.25
2020-01-31,US71654QDA76,PEMEX 6.95 01/28/60,101.35
2020-01-31,US718286AP29,PHILIP 10 5/8 03/16/25,141.75
2020-01-31,US718286AY36,PHILIP 9 1/2 02/02/30,163.16
2020-01-31,US718286BB24,PHILIP 7 3/4 01/14/31,150.5
2020-01-31,US718286BD89,PHILIP 6 3/8 01/15/32,138.44
2020-01-31,US718286BG11,PHILIP 6 3/8 10/23/34,144.91
2020-01-31,US718286BN61,PHILIP 5 1/2 03/30/26,119.69
2020-01-31,US718286BW60,PHILIP 5 01/13/37,130.5
2020-01-31,US718286BY27,PHILIP 4.2 01/21/24,108.78
2020-01-31,US718286BZ91,PHILIP 3.95 01/20/40,118.53
2020-01-31,US718286CA32,PHILIP 3.7 03/01/41,117.38
2020-01-31,US718286CB15,PHILIP 3.7 02/02/42,117.41
2020-01-31,US718286CC97,PHILIP 3 02/01/28,106.63
2020-01-31,US718286CG02,PHILIP 3 3/4 01/14/29,113.5
2020-01-31,US731011AT95,POLAND 3 03/17/23,103.69
2020-01-31,US731011AU68,POLAND 3 1/4 04/06/26,106.69
2020-01-31,US760942AS16,URUGUA 7 5/8 03/21/36,153.66
2020-01-31,US760942AZ58,URUGUA 4 1/2 08/14/24,109
2020-01-31,US760942BA98,URUGUA 5.1 06/18/50,125.91
2020-01-31,US760942BB71,URUGUA 4 3/8 10/27/27,112.22
2020-01-31,US760942BD38,URUGUA 4.975 04/20/55,124.19
2020-01-31,US77586TAC09,ROMANI 4 3/8 08/22/23,107.5
2020-01-31,US77586TAD81,ROMANI 4 7/8 01/22/24,110.56
2020-01-31,US77586TAE64,ROMANI 6 1/8 01/22/44,133.16
2020-01-31,US80413TAP49,KSA 2 1/2 02/03/27,100.31
2020-01-31,US80413TAQ22,KSA 2 3/4 02/03/32,100.5
2020-01-31,US80413TAR05,KSA 3 3/4 01/21/55,101.65
2020-01-31,US836205AL88,SOAF 5 7/8 05/30/22,107.09
2020-01-31,US836205AQ75,SOAF 4.665 01/17/24,105
2020-01-31,US836205AR58,SOAF 5 7/8 09/16/25,110.47
2020-01-31,US836205AS32,SOAF 5 3/8 07/24/44,96.84
2020-01-31,US836205AT15,SOAF 4 7/8 04/14/26,104.69
2020-01-31,US836205AU87,SOAF 4.3 10/12/28,98.58
2020-01-31,US836205AV60,SOAF 5 10/12/46,93.78
2020-01-31,US836205AW44,SOAF 4.85 09/27/27,104.63
2020-01-31,US836205AX27,SOAF 5.65 09/27/47,98.66
2020-01-31,US836205AY00,SOAF 5 7/8 06/22/30,108.86
2020-01-31,US836205BA15,SOAF 4.85 09/30/29,100.9
2020-01-31,US836205BB97,SOAF 5 3/4 09/30/49,98.25
2020-01-31,US857524AB80,POLAND 5 03/23/22,106.63
2020-01-31,US857524AC63,POLAND 4 01/22/24,108.28
2020-01-31,US900123AL40,TURKEY 11 7/8 01/15/30,148.97
2020-01-31,US900123AT75,TURKEY 8 02/14/34,122.09
2020-01-31,US900123AW05,TURKEY 7 3/8 02/05/25,112.88
2020-01-31,US900123AY60,TURKEY 6 7/8 03/17/36,111.16
2020-01-31,US900123BB58,TURKEY 7 1/4 03/05/38,115.09
2020-01-31,US900123BG46,TURKEY 6 3/4 05/30/40,109.16
2020-01-31,US900123BJ84,TURKEY 6 01/14/41,101.22
2020-01-31,US900123BY51,TURKEY 5 1/8 03/25/22,103.81
2020-01-31,US900123BZ27,TURKEY 6 1/4 09/26/22,106.97
2020-01-31,US900123CA66,TURKEY 3 1/4 03/23/23,98.88
2020-01-31,US900123CB40,TURKEY 4 7/8 04/16/43,89.41
2020-01-31,US900123CF53,TURKEY 5 3/4 03/22/24,106.06
2020-01-31,US900123CG37,TURKEY 6 5/8 02/17/45,107.19
2020-01-31,US900123CJ75,TURKEY 4 1/4 04/14/26,97.69
2020-01-31,US900123CK49,TURKEY 4 7/8 10/09/26,100.28
2020-01-31,US900123CL22,TURKEY 6 03/25/27,105.72
2020-01-31,US900123CM05,TURKEY 5 3/4 05/11/47,96.66
2020-01-31,US900123CP36,TURKEY 5 1/8 02/17/28,100.25
2020-01-31,US900123CQ19,TURKEY 6 1/8 10/24/28,106.19
2020-01-31,US900123CR91,TURKEY 7 1/4 12/23/23,111.19
2020-01-31,US900123CT57,TURKEY 7 5/8 04/26/29,116.25
2020-01-31,US900123CV04,TURKEY 6.35 08/10/24,108.22
2020-01-31,US900123CW86,TURKEY 5.6 11/14/24,105.1
2020-01-31,US91086QAG38,MEX 8.3 08/15/31,154.56
2020-01-31,US91086QAS75,MEX 6 3/4 09/27/34,141.91
2020-01-31,US91086QAV05,MEX 6.05 01/11/40,134.44
2020-01-31,US91086QAZ19,MEX 5 3/4 10/12/10,124.16
2020-01-31,US91086QBA58,MEX 3 5/8 03/15/22,104.13
2020-01-31,US91086QBB32,MEX 4 3/4 03/08/44,115.16
2020-01-31,US91086QBC15,MEX 4 10/02/23,106.75
2020-01-31,US91086QBE70,MEX 5.55 01/21/45,128.28
2020-01-31,US91086QBF46,MEX 4.6 01/23/46,113
2020-01-31,US91086QBG29,MEX 4 1/8 01/21/26,108.91
2020-01-31,US91087BAA89,MEX 3.6 01/30/25,105.94
2020-01-31,US91087BAB62,MEX 4.35 01/15/47,109.63
2020-01-31,US91087BAC46,MEX 4.15 03/28/27,109.06
2020-01-31,US91087BAD29,MEX 4.6 02/10/48,113.78
2020-01-31,US91087BAE02,MEX 3 3/4 01/11/28,106.03
2020-01-31,US91087BAF76,MEX 4 1/2 04/22/29,111.97
2020-01-31,US91087BAG59,MEX 4 1/2 01/31/50,112.16
2020-01-31,US91087BAH33,MEX 3 1/4 04/16/30,101.75
2020-01-31,US917288BK78,URUGUA 4 3/8 01/23/31,114.75
2020-01-31,US922646AS37,VENZ 9 1/4 09/15/27,12.25
2020-01-31,USG13201AA91,MINASG 5.333 02/15/28,107.94
2020-01-31,USG8189YAB05,SINOPE 3.9 05/17/22,104.25
2020-01-31,USG8189YAC87,SINOPE 4 7/8 05/17/42,126.64
2020-01-31,USG82003AE76,SINOPE 4 3/8 04/10/24,108.78
2020-01-31,USG8200QAB26,SINOPE 4 3/8 10/17/23,107.86
2020-01-31,USG82016AL31,SINOPE 2.95 11/12/29,102.54
2020-01-31,USG8201JAC56,SINOPE 3 1/4 04/28/25,104.97
2020-01-31,USG8201NAA03,SINOPE 3 04/12/22,102.06
2020-01-31,USG8201NAC68,SINOPE 3 5/8 04/12/27,106.97
2020-01-31,USG8201NAG72,SINOPE 2 1/2 09/13/22,100.99
2020-01-31,USG8449VAB20,CHGRID 3 1/8 05/22/23,103.19
2020-01-31,USG8449WAC85,CHGRID 4 1/8 05/07/24,108.06
2020-01-31,USG8450LAG98,CHGRID 2 3/4 05/04/22,101.84
2020-01-31,USG8450LAJ38,CHGRID 3 1/2 05/04/27,106.96
2020-01-31,USG8850LAC49,YANTZE 3.15 06/02/26,104.59
2020-01-31,USP01012AN67,ELSALV 7.65 06/15/35,116.25
2020-01-31,USP01012CA29,ELSALV 7.1246 01/20/50,109.63
2020-01-31,USP14486AJ63,BNDES 5 3/4 09/26/23,110.91
