Trade_Date,ISIN,Security_Des,PX_Bid
2020-01-02,RU000A0JWHA4,RUSSIA 4 3/4 05/27/26,111.59
2020-01-02,RU000A0JXTS9,RUSSIA 4 1/4 06/23/27,109
2020-01-02,RU000A0JXU14,RUSSIA 5 1/4 06/23/47,125.41
2020-01-02,RU000A0ZYYN4,RUSSIA 4 3/8 03/21/29,110.75
2020-01-02,RU000A1006S9,RUSSIA 5.1 03/28/35,119.5
2020-01-02,US035198AD29,ANGOL 8 11/26/29,107.75
2020-01-02,US035198AE02,ANGOL 9 1/8 11/26/49,107.97
2020-01-02,US03846JX212,EGYPT 7.0529 01/15/32,105.19
2020-01-02,US040114GK09,ARGENT 3 3/4 12/31/38,46.69
2020-01-02,US040114GL81,ARGENT 8.28 12/31/33,60.75
2020-01-02,US040114GX20,ARGENT 7 1/2 04/22/26,50.19
2020-01-02,US040114GY03,ARGENT 7 5/8 04/22/46,48.5
2020-01-02,US040114HF05,ARGENT 6 5/8 07/06/28,46.84
2020-01-02,US040114HG87,ARGENT 7 1/8 07/06/36,46.59
2020-01-02,US040114HK99,ARGENT 5 5/8 01/26/22,50.19
2020-01-02,US040114HL72,ARGENT 6 7/8 01/26/27,48.28
2020-01-02,US040114HN39,ARGENT 7 1/8 06/28/17,48.31
2020-01-02,US040114HP86,ARGENT 4 5/8 01/11/23,48.91
2020-01-02,US040114HQ69,ARGENT 5 7/8 01/11/28,46.16
2020-01-02,US040114HR43,ARGENT 6 7/8 01/11/48,46.47
2020-01-02,US105756AR10,BRAZIL 8 7/8 04/15/24,126.66
2020-01-02,US105756BB58,BRAZIL 8 1/4 01/20/34,138.13
2020-01-02,US105756BK57,BRAZIL 7 1/8 01/20/37,128.19
2020-01-02,US105756BR01,BRAZIL 5 5/8 01/07/41,112.19
2020-01-02,US105756BU30,BRAZIL 2 5/8 01/05/23,100.25
2020-01-02,US105756BV13,BRAZIL 4 1/4 01/07/25,106.44
2020-01-02,US105756BW95,BRAZIL 5 01/27/45,104.13
2020-01-02,US105756BX78,BRAZIL 6 04/07/26,116.69
2020-01-02,US105756BY51,BRAZIL 5 5/8 02/21/47,113.13
2020-01-02,US105756BZ27,BRAZIL 4 5/8 01/13/28,107.81
2020-01-02,US105756CA66,BRAZIL 4 1/2 05/30/29,106.34
2020-01-02,US105756CB40,BRAZIL 4 3/4 01/14/50,99.25
2020-01-02,US12482TAA60,BHRAIN 4 1/2 03/30/27,104.75
2020-01-02,US168863CE60,CHILE 3.86 06/21/47,111.16
2020-01-02,US168863CF36,CHILE 3.24 02/06/28,105.41
2020-01-02,US168863DL94,CHILE 3 1/2 01/25/50,104.34
2020-01-02,US195325BD67,COLOM 8 1/8 05/21/24,123.16
2020-01-02,US195325BK01,COLOM 7 3/8 09/18/37,142.22
2020-01-02,US195325BM66,COLOM 6 1/8 01/18/41,129.59
2020-01-02,US195325BQ70,COLOM 4 02/26/24,105.38
2020-01-02,US195325BR53,COLOM 5 5/8 02/26/44,124.41
2020-01-02,US195325CU73,COLOM 5 06/15/45,116.47
2020-01-02,US195325CX13,COLOM 4 1/2 01/28/26,109.06
2020-01-02,US195325DL65,COLOM 3 7/8 04/25/27,106.09
2020-01-02,US195325DP79,COLOM 4 1/2 03/15/29,110.81
2020-01-02,US195325DQ52,COLOM 5.2 05/15/49,120.59
2020-01-02,US21987BAZ13,CDEL 3 09/30/29,99
2020-01-02,US221597CP00,COSTAR 6 1/8 02/19/31,107.16
2020-01-02,US29135LAF76,ADGB 3 1/8 09/30/49,97.28
2020-01-02,US30216KAA07,EXIMBK 3 3/8 08/05/26,101.72
2020-01-02,US30216KAC62,EXIMBK 3 7/8 02/01/28,104.91
2020-01-02,US445545AF36,REPHUN 7 5/8 03/29/41,164.72
2020-01-02,US445545AH91,REPHUN 5 3/8 02/21/23,109.75
2020-01-02,US445545AJ57,REPHUN 5 3/4 11/22/23,112.69
2020-01-02,US445545AL04,REPHUN 5 3/8 03/25/24,112.97
2020-01-02,US455780CC89,INDON 2.95 01/11/23,101.61
2020-01-02,US455780CD62,INDON 3 1/2 01/11/28,104.56
2020-01-02,US455780CE46,INDON 4.35 01/11/48,109.72
2020-01-02,US455780CF11,INDON 4.1 04/24/28,108.44
2020-01-02,US455780CH76,INDON 4 3/4 02/11/29,114.38
2020-01-02,US455780CJ33,INDON 5.35 02/11/49,128.63
2020-01-02,US455780CN45,INDON 3.7 10/30/49,102.38
2020-01-02,US470160AV46,JAMAN 8 03/15/39,136.38
2020-01-02,US470160CA80,JAMAN 6 3/4 04/28/28,118.84
2020-01-02,US470160CB63,JAMAN 7 7/8 07/28/45,135.09
2020-01-02,US48266XAD75,KSA 2.969 10/29/29,100.13
2020-01-02,US55276VAH50,MUBAUH 2 1/2 11/07/24,100.38
2020-01-02,US55276VAJ17,MUBAUH 2 7/8 11/07/29,100.84
2020-01-02,US55276VAK89,MUBAUH 3.7 11/07/49,103.97
2020-01-02,US60937GAB23,MONGOL 5 1/8 12/05/22,102.31
2020-01-02,US67778NAA63,OILGAS 7 1/2 10/25/27,115.47
2020-01-02,US69370RAA59,PERTIJ 6.45 05/30/44,128.59
2020-01-02,US698299AW45,PANAMA 6.7 01/26/36,140.41
2020-01-02,US698299BB98,PANAMA 4.3 04/29/53,116.78
2020-01-02,US698299BD54,PANAMA 4 09/22/24,106.94
2020-01-02,US698299BE38,PANAMA 3 3/4 03/16/25,106.41
2020-01-02,US698299BF03,PANAMA 3 7/8 03/17/28,108.91
2020-01-02,US698299BG85,PANAMA 4 1/2 05/15/47,119.09
2020-01-02,US698299BH68,PANAMA 4 1/2 04/16/50,118.44
2020-01-02,US698299BK97,PANAMA 3.16 01/23/30,103.34
2020-01-02,US706451BG56,PEMEX 6 5/8 06/15/35,102.74
2020-01-02,US715638AP79,PERU 8 3/4 11/21/33,165.05
2020-01-02,US715638AS19,PERU 7.35 07/21/25,126.19
2020-01-02,US715638AU64,PERU 6.55 03/14/37,146.06
2020-01-02,US715638BM30,PERU 5 5/8 11/18/50,146.25
2020-01-02,US715638BU55,PERU 4 1/8 08/25/27,112.34
2020-01-02,US71567RAA41,INDOIS 3.3 11/21/22,102.59
2020-01-02,US71567RAC07,INDOIS 4.35 09/10/24,108.13
2020-01-02,US71567RAD89,INDOIS 4.325 05/28/25,108.03
2020-01-02,US71567RAF38,INDOIS 4.55 03/29/26,109.63
2020-01-02,US71567RAG11,INDOIS 3.4 03/29/22,102.41
2020-01-02,US71567RAH93,INDOIS 4.15 03/29/27,107.63
2020-01-02,US71567RAJ59,INDOIS 3 3/4 03/01/23,104
2020-01-02,US71567RAK23,INDOIS 4.4 03/01/28,109.5
2020-01-02,US71567RAM88,INDOIS 4.45 02/20/29,110.19
2020-01-02,US71568QAB32,PLNIJ 5 1/4 10/24/42,111.97
2020-01-02,US71568QAC15,PLNIJ 4 1/8 05/15/27,105.34
2020-01-02,US71568QAE70,PLNIJ 5.45 05/21/28,115.06
2020-01-02,US71568QAF46,PLNIJ 6.15 05/21/48,126.38
2020-01-02,US71654QAZ54,PEMEX 6 1/2 06/02/41,99.25
2020-01-02,US71654QBE17,PEMEX 5 1/2 06/27/44,89.69
2020-01-02,US71654QBG64,PEMEX 3 1/2 01/30/23,100.91
2020-01-02,US71654QBH48,PEMEX 4 7/8 01/18/24,105.15
2020-01-02,US71654QBR20,PEMEX 6 3/8 01/23/45,97.22
2020-01-02,US71654QBW15,PEMEX 4 1/2 01/23/26,99.79
2020-01-02,US71654QBX97,PEMEX 5 5/8 01/23/46,89.75
2020-01-02,US71654QCB68,PEMEX 6 7/8 08/04/26,110.25
2020-01-02,US71654QCC42,PEMEX 6 3/4 09/21/47,101.09
2020-01-02,US71654QCD25,PEMEX 4 5/8 09/21/23,104.63
2020-01-02,US71654QCG55,PEMEX 6 1/2 03/13/27,106.13
2020-01-02,US71654QCK67,PEMEX 5.35 02/12/28,99.31
2020-01-02,US71654QCL41,PEMEX 6.35 02/12/48,96.9
2020-01-02,US71654QCP54,PEMEX 6 1/2 01/23/29,105.12
2020-01-02,US718286AP29,PHILIP 10 5/8 03/16/25,141.56
2020-01-02,US718286AY36,PHILIP 9 1/2 02/02/30,159.63
2020-01-02,US718286BB24,PHILIP 7 3/4 01/14/31,147.66
2020-01-02,US718286BD89,PHILIP 6 3/8 01/15/32,136.16
2020-01-02,US718286BG11,PHILIP 6 3/8 10/23/34,142.06
2020-01-02,US718286BN61,PHILIP 5 1/2 03/30/26,118.31
2020-01-02,US718286BW60,PHILIP 5 01/13/37,127.78
2020-01-02,US718286BY27,PHILIP 4.2 01/21/24,107.69
2020-01-02,US718286BZ91,PHILIP 3.95 01/20/40,114.5
2020-01-02,US718286CA32,PHILIP 3.7 03/01/41,113.22
2020-01-02,US718286CB15,PHILIP 3.7 02/02/42,113.31
2020-01-02,US718286CC97,PHILIP 3 02/01/28,103.8
2020-01-02,US718286CG02,PHILIP 3 3/4 01/14/29,110.53
2020-01-02,US731011AT95,POLAND 3 03/17/23,103
2020-01-02,US731011AU68,POLAND 3 1/4 04/06/26,106.06
2020-01-02,US760942AS16,URUGUA 7 5/8 03/21/36,148.38
2020-01-02,US760942AZ58,URUGUA 4 1/2 08/14/24,108.31
2020-01-02,US760942BA98,URUGUA 5.1 06/18/50,120.88
2020-01-02,US760942BB71,URUGUA 4 3/8 10/27/27,110.59
2020-01-02,US760942BD38,URUGUA 4.975 04/20/55,118.44
2020-01-02,US77586TAA43,ROMANI 6 3/4 02/07/22,109.28
2020-01-02,US77586TAC09,ROMANI 4 3/8 08/22/23,106.72
2020-01-02,US77586TAD81,ROMANI 4 7/8 01/22/24,110
2020-01-02,US77586TAE64,ROMANI 6 1/8 01/22/44,129.78
2020-01-02,US836205AL88,SOAF 5 7/8 05/30/22,107.09
2020-01-02,US836205AQ75,SOAF 4.665 01/17/24,104.78
2020-01-02,US836205AR58,SOAF 5 7/8 09/16/25,110.28
2020-01-02,US836205AS32,SOAF 5 3/8 07/24/44,95.81
2020-01-02,US836205AT15,SOAF 4 7/8 04/14/26,104.28
2020-01-02,US836205AU87,SOAF 4.3 10/12/28,98.08
2020-01-02,US836205AV60,SOAF 5 10/12/46,92.22
2020-01-02,US836205AW44,SOAF 4.85 09/27/27,103.69
2020-01-02,US836205AX27,SOAF 5.65 09/27/47,98.06
2020-01-02,US836205AY00,SOAF 5 7/8 06/22/30,108.19
2020-01-02,US836205BA15,SOAF 4.85 09/30/29,100.5
2020-01-02,US836205BB97,SOAF 5 3/4 09/30/49,97.94
2020-01-02,US857524AB80,POLAND 5 03/23/22,106.91
2020-01-02,US857524AC63,POLAND 4 01/22/24,107.45
2020-01-02,US900123AL40,TURKEY 11 7/8 01/15/30,144
2020-01-02,US900123AT75,TURKEY 8 02/14/34,115.47
2020-01-02,US900123AW05,TURKEY 7 3/8 02/05/25,109.53
2020-01-02,US900123AY60,TURKEY 6 7/8 03/17/36,104.16
2020-01-02,US900123BB58,TURKEY 7 1/4 03/05/38,107.34
2020-01-02,US900123BG46,TURKEY 6 3/4 05/30/40,101.66
2020-01-02,US900123BJ84,TURKEY 6 01/14/41,94.28
2020-01-02,US900123BY51,TURKEY 5 1/8 03/25/22,102.59
2020-01-02,US900123BZ27,TURKEY 6 1/4 09/26/22,104.97
2020-01-02,US900123CA66,TURKEY 3 1/4 03/23/23,96.25
2020-01-02,US900123CB40,TURKEY 4 7/8 04/16/43,83.63
2020-01-02,US900123CF53,TURKEY 5 3/4 03/22/24,102.59
2020-01-02,US900123CG37,TURKEY 6 5/8 02/17/45,99.81
2020-01-02,US900123CJ75,TURKEY 4 1/4 04/14/26,93.75
2020-01-02,US900123CK49,TURKEY 4 7/8 10/09/26,95.94
2020-01-02,US900123CL22,TURKEY 6 03/25/27,102.03
2020-01-02,US900123CM05,TURKEY 5 3/4 05/11/47,90.09
2020-01-02,US900123CP36,TURKEY 5 1/8 02/17/28,96.28
2020-01-02,US900123CQ19,TURKEY 6 1/8 10/24/28,101.88
2020-01-02,US900123CR91,TURKEY 7 1/4 12/23/23,108.56
2020-01-02,US900123CT57,TURKEY 7 5/8 04/26/29,111.47
2020-01-02,US900123CV04,TURKEY 6.35 08/10/24,105.03
2020-01-02,US900123CW86,TURKEY 5.6 11/14/24,101.75
2020-01-02,US91086QAG38,MEX 8.3 08/15/31,149.5
2020-01-02,US91086QAS75,MEX 6 3/4 09/27/34,137.44
2020-01-02,US91086QAV05,MEX 6.05 01/11/40,130.13
2020-01-02,US91086QAZ19,MEX 5 3/4 10/12/10,118.28
2020-01-02,US91086QBA58,MEX 3 5/8 03/15/22,103.16
2020-01-02,US91086QBB32,MEX 4 3/4 03/08/44,110.75
2020-01-02,US91086QBC15,MEX 4 10/02/23,105.59
2020-01-02,US91086QBE70,MEX 5.55 01/21/45,123.16
2020-01-02,US91086QBF46,MEX 4.6 01/23/46,108.38
2020-01-02,US91086QBG29,MEX 4 1/8 01/21/26,106.84
2020-01-02,US91087BAA89,MEX 3.6 01/30/25,104.69
2020-01-02,US91087BAB62,MEX 4.35 01/15/47,105.41
2020-01-02,US91087BAC46,MEX 4.15 03/28/27,107.22
2020-01-02,US91087BAD29,MEX 4.6 02/10/48,109.5
2020-01-02,US91087BAE02,MEX 3 3/4 01/11/28,104.16
2020-01-02,US91087BAF76,MEX 4 1/2 04/22/29,109.88
2020-01-02,US91087BAG59,MEX 4 1/2 01/31/50,108.38
2020-01-02,US917288BK78,URUGUA 4 3/8 01/23/31,112.16
2020-01-02,US922646AS37,VENZ 9 1/4 09/15/27,11.5
2020-01-02,USG13201AA91,MINASG 5.333 02/15/28,107.25
2020-01-02,USG8189YAB05,SINOPE 3.9 05/17/22,103.97
2020-01-02,USG8189YAC87,SINOPE 4 7/8 05/17/42,121.03
2020-01-02,USG82003AE76,SINOPE 4 3/8 04/10/24,107.81
2020-01-02,USG8200QAB26,SINOPE 4 3/8 10/17/23,106.99
2020-01-02,USG8201JAC56,SINOPE 3 1/4 04/28/25,103.41
2020-01-02,USG8201NAA03,SINOPE 3 04/12/22,101.63
2020-01-02,USG8201NAC68,SINOPE 3 5/8 04/12/27,104.7
2020-01-02,USG8201NAG72,SINOPE 2 1/2 09/13/22,100.72
2020-01-02,USG8449VAB20,CHGRID 3 1/8 05/22/23,102.53
2020-01-02,USG8449WAC85,CHGRID 4 1/8 05/07/24,106.97
2020-01-02,USG8450LAG98,CHGRID 2 3/4 05/04/22,101.06
2020-01-02,USG8450LAJ38,CHGRID 3 1/2 05/04/27,105.25
2020-01-02,USG8850LAC49,YANTZE 3.15 06/02/26,102.5
2020-01-02,USP01012AN67,ELSALV 7.65 06/15/35,114.81
2020-01-02,USP01012CA29,ELSALV 7.1246 01/20/50,108.03
2020-01-02,USP14486AJ63,BNDES 5 3/4 09/26/23,110.41
2020-01-02,USP14517AA73,BNCE 4 3/8 10/14/25,106.25
2020-01-02,USP17625AC16,VENZ 12 3/4 08/23/22,11.5
2020-01-02,USP29595AB42,CFELEC 4 3/4 02/23/27,105.59
2020-01-02,USP30179AM09,CFELEC 4 7/8 01/15/24,107.38
2020-01-02,USP3143NAW40,CDEL 4 1/2 09/16/25,108.88
2020-01-02,USP3143NAY06,CDEL 3 5/8 08/01/27,104.41
2020-01-02,USP3143NAZ70,CDEL 4 1/2 08/01/47,110.16
2020-01-02,USP3143NBB93,CDEL 4 3/8 02/05/49,108.41
2020-01-02,USP3143NBE33,CDEL 3 09/30/29,99
2020-01-02,USP3579EAS65,DOMREP 5 7/8 04/18/24,107.28
2020-01-02,USP3579EAY34,DOMREP 7.45 04/30/44,121.22
2020-01-02,USP3579EBD87,DOMREP 5 1/2 01/27/25,107.63
2020-01-02,USP3579EBE60,DOMREP 6.85 01/27/45,114.75
2020-01-02,USP3579EBK21,DOMREP 6 7/8 01/29/26,114.31
2020-01-02,USP3579EBV85,DOMREP 5.95 01/25/27,110.66
2020-01-02,USP3579EBY25,DOMREP 6 1/2 02/15/48,110.84
2020-01-02,USP3579ECB13,DOMREP 6 07/19/28,111.56
2020-01-02,USP3579ECE51,DOMREP 6.4 06/05/49,110.19
2020-01-02,USP3699PGB78,COSTAR 4 1/4 01/26/23,101.03
2020-01-02,USP3699PGH49,COSTAR 7 04/04/44,106.66
2020-01-02,USP3699PGJ05,COSTAR 7.158 03/12/45,107.44
2020-01-02,USP3772NHK11,COLOM 2 5/8 03/15/23,100.84
2020-01-02,USP37878AC26,BOLIVI 4 1/2 03/20/28,99.41
2020-01-02,USP6629MAD40,MEXCAT 5 1/2 07/31/47,103.61
2020-01-02,USP75744AB11,PARGUY 6.1 08/11/44,122.63
2020-01-02,USP7807HAM71,PDVSA 12 3/4 02/17/22,7.75
2020-01-02,USP7807HAP03,PDVSA 9 11/17/21,7.75
2020-01-02,USP7807HAQ85,PDVSA 9 3/4 05/17/35,7.75
2020-01-02,USP7807HAR68,PDVSA 6 11/15/26,7
2020-01-02,USP7807HAT25,PDVSA 6 05/16/24,7.75
2020-01-02,USP7808BAA54,PETRPE 4 3/4 06/19/32,109.64
2020-01-02,USP7808BAB38,PETRPE 5 5/8 06/19/47,116.09
2020-01-02,USP78625DW03,PEMEX 6.49 01/23/27,106.3
2020-01-02,USP78625DX85,PEMEX 6.84 01/23/30,107.12
2020-01-02,USP78625DY68,PEMEX 7.69 01/23/50,109.93
2020-01-02,USP93960AG08,TRITOB 4 1/2 08/04/26,106.91
2020-01-02,USQ25738AA54,CNOOC 4 1/2 10/03/23,107.28
2020-01-02,USY2029SAH77,SRILAN 5 7/8 07/25/22,100.03
2020-01-02,USY20721AE96,INDON 8 1/2 10/12/35,157.25
2020-01-02,USY20721AJ83,INDON 6 5/8 02/17/37,135.5
2020-01-02,USY20721AL30,INDON 7 3/4 01/17/38,150.41
2020-01-02,USY20721BB49,INDON 5 1/4 01/17/42,120.13
2020-01-02,USY20721BC22,INDON 3 3/4 04/25/22,103.22
2020-01-02,USY20721BD05,INDON 3 3/8 04/15/23,103.16
2020-01-02,USY20721BE87,INDON 4 5/8 04/15/43,111.97
2020-01-02,USY20721BG36,INDON 4 1/8 01/15/25,107.28
2020-01-02,USY20721BH19,INDON 5 3/8 10/17/23,111.06
2020-01-02,USY20721BJ74,INDON 5 7/8 01/15/24,113.22
2020-01-02,USY20721BK48,INDON 6 3/4 01/15/44,143.53
2020-01-02,USY20721BM04,INDON 5 1/8 01/15/45,119.06
2020-01-02,USY20721BN86,INDON 4 3/4 01/08/26,111.06
2020-01-02,USY20721BP35,INDON 5.95 01/08/46,132.94
2020-01-02,USY20721BQ18,INDON 4.35 01/08/27,109.13
2020-01-02,USY20721BR90,INDON 5 1/4 01/08/47,122.47
2020-01-02,USY20721BT56,INDON 3.85 07/18/27,106.63
2020-01-02,USY20721BU20,INDON 4 3/4 07/18/47,115.16
2020-01-02,USY23862AF56,EXIMCH 3 5/8 07/31/24,105.5
2020-01-02,USY54788AA57,MALAYS 3.179 04/27/26,103.72
2020-01-02,USY5749LAA99,MALAYS 3.043 04/22/25,103.78
2020-01-02,USY68856AB20,PETMK 7 7/8 05/22/22,112.91
2020-01-02,USY68856AN67,PETMK 3 1/2 03/18/25,104.78
2020-01-02,USY68856AQ98,PETMK 4 1/2 03/18/45,118.88
2020-01-02,USY7083VAD11,PSALM 7.39 12/02/24,124.28
2020-01-02,USY7133MAC39,PLBIIJ 4 1/4 05/05/25,106.22
2020-01-02,USY7138AAC46,PERTIJ 4 7/8 05/03/22,105.47
2020-01-02,USY7138AAD29,PERTIJ 6 05/03/42,122.22
2020-01-02,USY7138AAE02,PERTIJ 4.3 05/20/23,105.44
2020-01-02,USY7138AAF76,PERTIJ 5 5/8 05/20/43,116.97
2020-01-02,USY7140WAB47,IDASAL 5.71 11/15/23,110.59
2020-01-02,USY7140WAC20,IDASAL 6.53 11/15/28,122.63
2020-01-02,USY8137FAE89,SRILAN 6.85 11/03/25,100.31
2020-01-02,USY8137FAF54,SRILAN 6.825 07/18/26,98.75
2020-01-02,USY8137FAH11,SRILAN 6.2 05/11/27,94.13
2020-01-02,USY8137FAK40,SRILAN 5 3/4 04/18/23,99.13
2020-01-02,USY8137FAL23,SRILAN 6 3/4 04/18/28,95.5
2020-01-02,USY8137FAN88,SRILAN 6.85 03/14/24,101.47
2020-01-02,USY8137FAP37,SRILAN 7.85 03/14/29,101.53
2020-01-02,USY8137FAR92,SRILAN 7.55 03/28/30,99.09
2020-01-02,USY9384RAA87,VIETNM 4.8 11/19/24,109.28
2020-01-02,XS0088543193,RUSSIA 12 3/4 06/24/28,171.75
2020-01-02,XS0113419690,QATAR 9 3/4 06/15/30,164.03
2020-01-02,XS0114288789,RUSSIA 7 1/2 03/31/30,113.91
2020-01-02,XS0240295575,IRAQ 5.8 01/15/28,97.84
2020-01-02,XS0294364954,PDVSA 5 3/8 04/12/27,7.75
2020-01-02,XS0294367205,PDVSA 5 1/2 04/12/37,7.75
2020-01-02,XS0468535637,QATAR 6.4 01/20/40,144.84
2020-01-02,XS0496488395,IVYCST 5 3/4 12/31/32,100.03
2020-01-02,XS0501194756,ARGENT 8.28 12/31/33,59.59
2020-01-02,XS0559237796,LEBAN 6.1 10/04/22,48.38
2020-01-02,XS0559915961,VEBBNK 6.8 11/22/25,119.19
2020-01-02,XS0615236188,QATAR 5 3/4 01/20/42,136.59
2020-01-02,XS0707820659,LEBAN 6.6 11/27/26,44.25
2020-01-02,XS0739988086,LITHUN 6 5/8 02/01/22,109.28
2020-01-02,XS0767472458,RUSSIA 4 1/2 04/04/22,104.78
2020-01-02,XS0767473852,RUSSIA 5 5/8 04/04/42,129.91
2020-01-02,XS0782720402,SLOVAK 4 3/8 05/21/22,105.43
2020-01-02,XS0794901727,BHRAIN 6 1/8 07/05/22,108.03
2020-01-02,XS0799658637,KTZKZ 6.95 07/10/42,134.22
2020-01-02,XS0800817073,VEBBNK 6.025 07/05/22,107.84
2020-01-02,XS0801656330,QATAR 3.241 01/18/23,103.3
2020-01-02,XS0809571739,SAFTRA 4 07/26/22,101.56
2020-01-02,XS0850020586,MOROC 4 1/4 12/11/22,105.59
2020-01-02,XS0859366899,LEBAN 6 3/4 11/29/27,44.13
2020-01-02,XS0859367194,LEBAN 6 01/27/23,46.25
2020-01-02,XS0860582435,DBKAZ 4 1/8 12/10/22,104
2020-01-02,XS0860855344,ACIRC 3 1/4 12/04/22,102.53
2020-01-02,XS0903465127,SOIAZ 4 3/4 03/13/23,104.81
2020-01-02,XS0906085179,OGIMK 4.4 03/09/23,97.53
2020-01-02,XS0908769887,CROATI 5 1/2 04/04/23,110.31
2020-01-02,XS0956406135,BHRAIN 6 1/8 08/01/23,110.38
2020-01-02,XS0958072240,ESKOM 6 3/4 08/06/23,102
2020-01-02,XS0971721450,RUSSIA 4 7/8 09/16/23,109.38
2020-01-02,XS0971721963,RUSSIA 5 7/8 09/16/43,134.28
2020-01-02,XS0993162683,VEBBNK 5.942 11/21/23,110.94
2020-01-02,XS0997000251,CROATI 6 01/26/24,114.5
2020-01-02,XS1003557870,GABON 6 3/8 12/12/24,104.56
2020-01-02,XS1028952403,KENINT 6 7/8 06/24/24,108.44
2020-01-02,XS1044540547,AZERBJ 4 3/4 03/18/24,107.19
2020-01-02,XS1056386714,ZAMBIN 8 1/2 04/14/24,68.56
2020-01-02,XS1056560920,PKSTAN 8 1/4 04/15/24,111.72
2020-01-02,XS1080330704,ECUA 7.95 06/20/24,96.13
2020-01-02,XS1108847531,GHANA 8 1/8 01/18/26,108.13
2020-01-02,XS1110833123,BHRAIN 6 09/19/44,105.09
2020-01-02,XS1117279882,JORDAN 6 1/8 01/29/26,107.41
2020-01-02,XS1117297355,OMGRID 3.958 05/07/25,97.63
2020-01-02,XS1120709669,KAZAKS 3 7/8 10/14/24,107.15
2020-01-02,XS1120709826,KAZAKS 4 7/8 10/14/44,123.59
2020-01-02,XS1141043296,TURKSK 4.489 11/25/24,98.16
2020-01-02,XS1151974877,ETHOPI 6 5/8 12/11/24,108.69
2020-01-02,XS1175223699,BTUN 5 3/4 01/30/25,93.38
2020-01-02,XS1187065443,ESKOM 7 1/8 02/11/25,102.75
2020-01-02,XS1196419854,LEBAN 6.65 02/26/30,44.16
2020-01-02,XS1196517434,IVYCST 6 3/8 03/03/28,106.03
2020-01-02,XS1210507650,RAKS 3.094 03/31/25,101.16
2020-01-02,XS1245432742,EGYPT 5 7/8 06/11/25,106.63
2020-01-02,XS1263054519,KAZAKS 5 1/8 07/21/25,115
2020-01-02,XS1263139856,KAZAKS 6 1/2 07/21/45,147.72
2020-01-02,XS1267081575,ZAMBIN 8.97 07/30/27,68.81
2020-01-02,XS1303921214,UKRAIN 7 3/4 09/01/22,108
2020-01-02,XS1303921487,UKRAIN 7 3/4 09/01/23,109.38
2020-01-02,XS1303925041,UKRAIN 7 3/4 09/01/24,110.25
2020-01-02,XS1303925470,UKRAIN 7 3/4 09/01/25,110.5
2020-01-02,XS1303926528,UKRAIN 7 3/4 09/01/26,110.88
2020-01-02,XS1303927179,UKRAIN 7 3/4 09/01/27,110.75
2020-01-02,XS1318576086,ANGOL 9 1/2 11/12/25,117.81
2020-01-02,XS1319820897,SGCAZE 6 7/8 03/24/26,118.63
2020-01-02,XS1324931895,BHRAIN 7 01/26/26,117.91
2020-01-02,XS1395523779,EXIMCH 2 7/8 04/26/26,101.47
2020-01-02,XS1402929746,ADGB 3 1/8 05/03/26,104.38
2020-01-02,XS1405766541,BHRAIN 7 10/12/28,118.22
2020-01-02,XS1405770220,JORDAN 5 3/4 01/31/27,105.72
2020-01-02,XS1405770733,BHRAIN 5.624 02/12/24,108.03
2020-01-02,XS1405777589,OMAN 4 3/4 06/15/26,101.25
2020-01-02,XS1405781854,QATAR 4 5/8 06/02/46,120.25
2020-01-02,XS1405782159,QATAR 3 1/4 06/02/26,105.25
2020-01-02,XS1458514673,ECUA 10 3/4 03/28/22,102.72
2020-01-02,XS1508675417,KSA 3 1/4 10/26/26,103.3
2020-01-02,XS1508675508,KSA 4 1/2 10/26/46,109.9
2020-01-02,XS1535071986,ECUA 9.65 12/13/26,96.25
2020-01-02,XS1558078496,EGYPT 8 1/2 01/31/47,111.5
2020-01-02,XS1558078736,EGYPT 7 1/2 01/31/27,112
2020-01-02,XS1566179039,NGERIA 7 7/8 02/16/32,104.47
2020-01-02,XS1573944870,SDBC Float 03/06/22,100.27
2020-01-02,XS1575044364,EXIMCH 2 5/8 03/14/22,100.77
2020-01-02,XS1575874471,OMAN 3 7/8 03/08/22,101.63
2020-01-02,XS1575967218,OMAN 5 3/8 03/08/27,102.94
2020-01-02,XS1575968026,OMAN 6 1/2 03/08/47,98.94
2020-01-02,XS1577950311,JORDAN 7 3/8 10/10/47,107.06
2020-01-02,XS1577952952,UKRAIN 7 3/8 09/25/32,109.03
2020-01-02,XS1582346968,KUWIB 3 1/2 03/20/27,107.53
2020-01-02,XS1586230051,LEBAN 6.85 03/23/27,44.28
2020-01-02,XS1586230481,LEBAN 7 03/23/32,44.28
2020-01-02,XS1586385178,TURKSK 5.004 04/06/23,101.25
2020-01-02,XS1595713782,KZOKZ 4 3/4 04/19/27,110.25
2020-01-02,XS1595714087,KZOKZ 5 3/4 04/19/47,119.75
2020-01-02,XS1599284111,KSA 2.894 04/20/22,101.5
2020-01-02,XS1599284202,KSA 3.628 04/20/27,105.75
2020-01-02,XS1619155564,SENEGL 6 1/4 05/23/33,105.56
2020-01-02,XS1620176831,OMANGS 4.397 06/01/24,101.38
2020-01-02,XS1626530320,ECUA 9 5/8 06/02/27,95.25
2020-01-02,XS1626768730,ECUA 8 3/4 06/02/23,99.84
2020-01-02,XS1631415400,IVYCST 6 1/8 06/15/33,101.63
2020-01-02,XS1644429695,HAOHUA 3 1/2 07/19/22,101.63
